Start Year,Window Size,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms,artist_id,genre_id
2011,6,0.0027350278310446304,0.0018750843868845714,0.0678155650128923,0.0008647595425044162,0.01281597750908097,0.07852732786412546,0.0006040662981920428,0.0016836299759817241,0.027663685017389764,0.5546865946063623,0.250728281955542
2012,6,0.00147426527837206,0.006153941718363186,0.06128553510363639,0.0016595159183938064,0.013126500970362274,0.08244768648752857,0.002158658223296575,0.000437838237686939,0.0282726883184977,0.5323288659302372,0.2706545038136253
2013,6,0.0014910822817199559,0.0056953607714757565,0.06174233964612626,0.0034489466253062036,0.00860181922171582,0.09653246078321241,0.002578897720474073,0.0012146685257438266,0.03064066917274752,0.5145086458726111,0.273545109378867
2001,18,0.0013010420566589315,0.004450379123350541,0.06347966355713656,0.0028714508727722458,0.01194092269148186,0.06704053721444553,0.001905780069516502,0.0004408485375750643,0.03182549360343401,0.5398116724211407,0.274932209852488
2014,6,0.0033018867305506573,0.0067686371157047245,0.04823357464723149,0.002252102336604715,0.005303317703083113,0.06993313292851537,0.0024815552911676,0.0003898715435098653,0.03151561785893369,0.5671391259409018,0.262681177903797
2015,6,0.00368027822247634,0.014067177054777337,0.03944025379914174,0.0016610399567259992,0.005925414455405885,0.08277660414428548,0.0019104159094677864,0.0007222624332015503,0.04480621113029454,0.5549659081789391,0.2500444347152842
2016,6,0.003932017199403067,0.010926435802311698,0.0571291497864147,0.003792934306439086,0.006460667457275403,0.0681081706737412,0.00042339971146342477,0.0008450662673283946,0.04108962431202998,0.3939702081177532,0.41332232636583993
2000,18,0.0014603586068925886,0.004283586300148094,0.05727429926728466,0.0015651802889144314,0.011052203946215313,0.06030405007436153,0.0016134474083257825,0.0006275381449492082,0.028061483488913016,0.5706620819188359,0.26309577055515937
2000,7,0.002511187517171453,0.0038770074895246396,0.06281922891361934,0.0012614782678638256,0.02645920859154556,0.03636449664467106,0.0018702151136830855,0.0005877915494993126,0.029006384538430397,0.5675540863441259,0.2676889150298655
2004,17,0.0020058780699440167,0.004632286062315527,0.0535802206852808,0.0021315506910389655,0.00867732821532492,0.0747289631932359,0.001924893905917141,0.0004737952845263706,0.032055643144164744,0.5523628959457972,0.2674265448024545
2001,7,0.0025065686782028934,0.004675565783570265,0.0683916124716916,0.0019873232106065153,0.020447731178354616,0.04561377969430696,0.0012036304967338687,0.00036854754349596464,0.039218509241802306,0.5463877207252891,0.269199010975946
2003,17,0.0008673645042429607,0.00383878278253176,0.04475829591657874,0.0021114596896396197,0.008096411037231374,0.06587642763417227,0.003944248373488622,0.0005101718936253923,0.03333877715977826,0.5669088788214593,0.26974918218725163
2002,7,0.002328977191866219,0.00533247906673887,0.06418075160887703,0.002968512409486184,0.020698263978392965,0.049876302211718106,0.0007022706689790129,0.0013200690225662608,0.02920651808880235,0.5538601574372484,0.26952569831532464
2004,7,0.003958408359103854,0.003634747085476021,0.04498684543877121,0.005854833631193315,0.007876506431312484,0.0566253479705931,0.0017333965685155566,0.0017372316245634705,0.035142868252405784,0.6024762090952143,0.23597360554285093
2005,7,0.0010849320131631603,0.003924295039480707,0.04844127030785588,0.0076645218870573266,0.0051908933309832,0.06840528556108774,0.002289134765042226,0.0010998948630740306,0.033924598783469546,0.5918201370897632,0.2361550363590229
2006,7,0.003219996430482618,0.00546283105446725,0.05633878169927291,0.009066260858471597,0.011397549753010336,0.07794005391273774,0.0020034962326201684,0.001127946730956869,0.03270491424482642,0.5685657593582821,0.23217240972487194
2002,17,0.0010159228958097678,0.005016241942240904,0.05752113314768558,0.0018060667127431519,0.010179879279458964,0.07098852578044446,0.001174970280885669,0.00045847240431726405,0.0334910295609149,0.5577134522119469,0.26063430578355246
2007,7,0.002282110978517947,0.0051631060024221985,0.06576243749639446,0.008797978133798822,0.006631578639247994,0.07389401304163505,0.004555874718591443,0.000876030818917468,0.031986793538636316,0.5697651103394556,0.23028496629238276
2008,7,0.0023813970454122585,0.0035474261189259383,0.05965709193793492,0.0038819969098179224,0.00832599067607543,0.07440668297208987,0.0010442061518640714,0.0022179802120465843,0.027457187507128555,0.5842258737771971,0.23285416669150738
2009,7,0.002291148491377762,0.005780910752509634,0.06123371693860964,0.010440715075829648,0.01142090677564982,0.07491073751146558,0.004710823201685953,0.0009603606090191888,0.024448011858348103,0.5731300035315934,0.23067266525391125
2010,7,0.0018569348233749934,0.004211633419441196,0.05873068439193598,0.006800018911959917,0.011409420334600696,0.07056211297421598,0.002799693221885192,0.0013256914523980057,0.03287474344842302,0.5695647159969435,0.23986435102482154
2001,17,0.0021452927826211363,0.004273967985853291,0.05998715971748753,0.0022564025724172237,0.009933749296521938,0.07453161812721572,0.0018714786559813961,0.0005187636713609032,0.03307375923345365,0.5492331433533487,0.26217466460373845
2011,7,0.0004913616607837215,0.003667981741413631,0.06339362041826287,0.0013311884109001074,0.012488801767681685,0.07715335599395823,0.001693463648217944,0.0011525753015688704,0.02733483398939491,0.5542737525334896,0.2570190645343284
2012,7,0.0010540854233421315,0.007608213394894793,0.06139832069287591,0.0018551248033070412,0.01249350327580006,0.07424388426620362,0.0023360483219887628,0.0006744171170808918,0.03121696430646994,0.544652290255772,0.2624671481422649
2013,7,0.0011738358355571788,0.0036271029771682384,0.055589773529388306,0.0016598335712884374,0.008716504589802667,0.08800578677983818,0.0028598943646387888,0.0008118500198212922,0.0357695205438531,0.544262764920105,0.25752313286853895
2014,7,0.0026620221505775812,0.005959441259664909,0.050646542259336465,0.0012276255636642776,0.009797775319403967,0.08654509016553577,0.0020533854168181386,0.0008958642541348043,0.03758198706993197,0.540949952574097,0.2616803139668353
2000,17,0.0014422052151114467,0.005254946679088502,0.05419219718143421,0.0019778827557298375,0.01248097612088674,0.061862697671726335,0.0017955990926838059,0.00032523109085482295,0.032726037809476985,0.5663806847639593,0.261561541619048
2000,8,0.003086793162926026,0.004526387325927968,0.07981401086480454,0.0016029214428384514,0.021817630322194095,0.036694758223444736,0.0017326668442273036,0.0012755504092079111,0.028540027018382364,0.5728124418566746,0.248096812529372
2005,16,0.001525408388114501,0.004025756425728172,0.0562699939325697,0.002692114201991151,0.008599157550505027,0.07857407291942409,0.002408745407246946,0.0005606925637749991,0.02897463753613695,0.5858795387399472,0.23048988233456122
2001,8,0.0030602892299564444,0.006050405457135972,0.05995932973653374,0.0016451399722897714,0.018627300569936767,0.05152975713783251,0.0004927156909895163,0.0007922455233932318,0.035854090593503495,0.5421943732634219,0.2797943528250068
2002,8,0.001792363969724282,0.005298821184073869,0.06653525475726797,0.0008943987543171393,0.015048732831798655,0.04798211622698686,0.0018598365885561003,0.0005153890557026343,0.0331685692677676,0.563246676620955,0.26365784074284987
2003,8,0.0017697581665768172,0.002846891307450496,0.04365018374047627,0.0026662963313709184,0.007966179511514793,0.05799506831356974,0.0023824467579227617,0.0005663422888699829,0.030764718978949716,0.6275219740392475,0.22187014056405105
2004,8,0.0020428061460374828,0.005359640623571659,0.050070974558667734,0.005058402670264582,0.007175150642697208,0.06347197996676911,0.0016695632824612907,0.0008857860804327111,0.03091064725325188,0.5871464103952213,0.24620863838062515
2004,16,0.002761615803373424,0.0034995656049439383,0.05008024746028441,0.0028307764060220616,0.0073981189644931325,0.06649054532836543,0.0021429518509559252,0.0007080628796112537,0.02901750923755481,0.5493329098398748,0.2857376966245208
2005,8,0.0013102103940360612,0.0052280348495137175,0.05428628061113065,0.006501886925450582,0.01032433925629087,0.06442119265640535,0.002632270922845383,0.0012448622757766314,0.03225853595872084,0.5714281480201945,0.25036423812963543
2006,8,0.0016580401772303868,0.006026333169443436,0.06346160831720087,0.005148296752384953,0.008652136447210296,0.07433354076981788,0.00247753105485638,0.0008105810725324671,0.029499930607760433,0.5798015580856865,0.22813044354587653
2007,8,0.0024600835412874828,0.004822522839613537,0.06296074665698774,0.007040742873703009,0.010501866330055764,0.07916151501151998,0.002518245768415498,0.0008140448447456357,0.026311575675521982,0.5616946977627829,0.24171395869536635
2008,8,0.0016166716137734714,0.005220728075523116,0.06568332017410113,0.0060410951057957366,0.010060085044253375,0.07545519081780741,0.004933936423109022,0.000653455801293845,0.02782273969132099,0.5512968341578652,0.2512159430951567
2009,8,0.002755751337978536,0.0038673488926130404,0.05639655324820259,0.006399422976385317,0.009492662207120433,0.07497083166315616,0.002362989708087986,0.0020912983375800695,0.02719073921329261,0.5797558718417131,0.2347165305738702
2010,8,0.0025634897872336354,0.0028631005495428252,0.05906168845379101,0.007234424487884833,0.010985700126157223,0.06609021427098194,0.0031258707793812095,0.0011853218908340838,0.028408674144821667,0.5953290258099417,0.22315248969942988
2003,16,0.0014468078650215785,0.003992777989568142,0.0522542977655634,0.0022886549725750173,0.008508322929687395,0.07741855270482988,0.0017201869204058972,0.0005005072832127158,0.03384498106043403,0.5579546803799857,0.2600702301287162
2011,8,0.0025496052322591,0.004382740973447302,0.06328158200673002,0.0015465083672838483,0.010823051643794011,0.08047273099683337,0.001383246358811767,0.0009885403669339164,0.03247449206649673,0.5489258994532392,0.2531716025341707
2012,8,0.0023056596660439854,0.004841742053326657,0.05811530282489234,0.0021341092087922412,0.009890494788818321,0.07617544203641058,0.0011746972236844537,0.0009371850394959274,0.028742386943821835,0.525312098136278,0.2903708820784356
2013,8,0.0018447751866574433,0.00868965323783243,0.06408821714755396,0.0032587098733782866,0.005834361864408852,0.08435847087900207,0.0014181068842048956,0.0014242886800930918,0.03710349179919984,0.5454071527794603,0.24657277166820893
2002,16,0.0011797103128079265,0.004034947124620909,0.06238988815008044,0.002390551927333176,0.010231342762011552,0.06991793590410976,0.0017802851905483169,0.0004887047262081267,0.033580654625045434,0.562909463107963,0.25109651616927137
2001,16,0.001824498724398274,0.004070959305500165,0.053443291409158135,0.0028129465899194945,0.00935487253170839,0.06551674499080984,0.001187245719243635,0.00040297616563973287,0.031554172461180696,0.557535371153626,0.27229692094881575
2000,9,0.0014598147214738182,0.0046291068778114425,0.06484424945521561,0.00177964953223389,0.021340887233930853,0.03735671043396398,0.000768478905965887,0.0006246611556296118,0.032129742598471116,0.5615113007478981,0.27355539833740566
2000,16,0.0011697588415723228,0.004106007545943657,0.05582337222452705,0.002126952655869921,0.013219326053575538,0.06158787174990022,0.0014062584820303198,0.00016763019209520248,0.026846741861611775,0.5731456851776108,0.26040039521526315
2001,9,0.0015481503434230538,0.004423283847349758,0.060961876932134944,0.001585719499987164,0.01323437550773807,0.05846517361133729,0.0007126053120602796,0.0005300003317701789,0.03344969205254744,0.555724538810896,0.26936458375075584
2002,9,0.0024344931856124415,0.004189524719917793,0.06185276687490582,0.005651904349716936,0.013647672177979898,0.04748621781272051,0.0012352189579774994,0.0009710212386257684,0.03714743839302901,0.5700916723593803,0.25529206993013404
2003,9,0.0019088176569269032,0.0034685290806568164,0.05492074127255771,0.004237537856621329,0.008644299298451733,0.06028652558022713,0.002901026867329253,0.0007147836073902936,0.03760924628055679,0.5520682561029499,0.27324023639633227
2004,9,0.0017717736253836896,0.005095249115771001,0.06856712741619168,0.0033837523653932693,0.010330841305315778,0.05948793827564498,0.003645865815347407,0.0007027911777877093,0.030854442251419315,0.5643693365274339,0.25179088212431133
2005,9,0.0015154753758615312,0.003951296938369764,0.053242160671359395,0.004029762676177147,0.00960923487502686,0.0734624738004407,0.0023762360749524586,0.000965823580957045,0.031966469172388365,0.5860220299819794,0.23285903685248738
2006,9,0.0013158974174225684,0.005303648799267654,0.0703972730532728,0.008782690632588594,0.00923878290834299,0.07212112347536266,0.0019692825818559035,0.0013993229271620907,0.027641303134009573,0.5765555425296858,0.2252751325410294
2006,15,0.0016167129037160746,0.004698066534185983,0.057988781575151235,0.0034827271496288754,0.0076810594715356496,0.0777924152201748,0.0027883086987714784,0.0006513564386982878,0.03083602736717298,0.548401241976983,0.2640633026639816
2007,9,0.0027485381185779877,0.004230013256997165,0.061691497999015785,0.005294584256856707,0.009594486299995401,0.07548658000226727,0.0028558747275582524,0.0009739764111947445,0.027644486577248478,0.5719146034575199,0.23756535889276834
2008,9,0.0024098407026510137,0.00402905248914559,0.05910931740342899,0.005444693714248067,0.007599750951364171,0.07239602427401294,0.0027047513441736193,0.0006584454351213051,0.03051411316363335,0.5821069378761231,0.2330270726460979
2009,9,0.001720602279551416,0.004532776220179326,0.05704489064858455,0.006116743512988307,0.007034374399433326,0.07519250242626208,0.006177072185333347,0.0006433330848542419,0.02887938978655101,0.5713059330885507,0.24135238236771175
2010,9,0.0022778995831392343,0.004658675776702158,0.06042981086938332,0.004506530246804891,0.008874744749762898,0.0875556396472511,0.0032570514099190336,0.0010744512883384318,0.03325325553075137,0.5570084411179399,0.23710349978000764
2011,9,0.0022258377440871717,0.007914408729692422,0.05000135386116945,0.0022115273163569645,0.009317227942994187,0.07811379769078922,0.0032918990312337804,0.0006526724737489834,0.029861383346511578,0.5402618954683358,0.2761479963950804
2005,15,0.0013095567341259472,0.004625541725013181,0.04858613490464288,0.0031938149008893368,0.006845613934089639,0.07830694630300118,0.0041306189741592315,0.0002730129184423363,0.029999968433462473,0.5513659604033094,0.2713628307688644
2012,9,0.004388895384644339,0.009427567629197308,0.05696041483494641,0.004659566685902449,0.010263908715745612,0.06873882278351251,0.002588422342626507,0.0004012835169730493,0.03431228015235401,0.5482007625685081,0.26005807538558967
2004,15,0.0008969502521226621,0.004297847509459006,0.05638635081547672,0.0023053291554687317,0.0090081179605211,0.07209854271893684,0.0020636304307556333,0.000579182244891184,0.02959048674861637,0.551307522223956,0.27146603993979584
2000,10,0.001882380712722965,0.005380538415523326,0.06353287296372391,0.0009991116486621045,0.01727452645840205,0.04108044280457867,0.001560415510747272,0.0002806894778346045,0.02863634447288646,0.5751250527848143,0.2642476247501043
2003,15,0.0012816138724789606,0.004521876114483007,0.053747375060956344,0.0033049641375163114,0.009377602907479552,0.06210897039938708,0.00243147463843424,0.0006125431845247605,0.027912502872299377,0.5590770153326141,0.27562406147982627
2002,15,0.0019304475502204834,0.005152531167532445,0.06275609999376629,0.002864652263719895,0.010739727713908284,0.07248151146653746,0.0017052351769500627,0.0003263148907878755,0.03457690613375265,0.5588420177724238,0.24862455587040083
2001,10,0.002946012025874284,0.0036241155106737128,0.052686501009393115,0.005173512685961678,0.010452440343801278,0.059570465860078435,0.0012887026944675575,0.0010201642922850565,0.038671619317523054,0.5762968422773271,0.2482696239826147
2002,10,0.0017306058767128968,0.00397926201228275,0.05860889186923666,0.003500620069002013,0.00963549272436623,0.046648157573434844,0.0012684746012961365,0.0005599417486668528,0.03712450528658616,0.602746968691661,0.2341970795467545
2003,10,0.0013471690259962321,0.004286870926973468,0.06638431994764758,0.0041857483647977966,0.011685162078787958,0.04613614080896554,0.001026593290921891,0.0006591264868164791,0.03159101400540066,0.5812589374423981,0.2514389176212944
2004,10,0.0022363074070138123,0.005302694865382728,0.06209789569669936,0.004104331290871052,0.011731826259742428,0.055930952736610626,0.003262944948643412,0.0012380316348903735,0.030514133610628345,0.5593705589654154,0.2642103225841025
2005,10,0.0009656369960267482,0.00402113371200811,0.05548766434715357,0.003493393496986323,0.008662809835811363,0.0648689633577388,0.0037023169024263,0.000660859910547857,0.029418036880496316,0.5632489904987323,0.2654701940620723
2006,10,0.004610448833184089,0.004414780368407059,0.06700330387272607,0.0036958286376060634,0.008783906605803386,0.07577591841556756,0.0032927352718983343,0.0013731720282628582,0.030763214578472035,0.554457398295898,0.24582929309217452
2007,10,0.0012534499810567376,0.0053670336532590434,0.06190876997006329,0.006462984768207995,0.0087370906462033,0.0768722734506385,0.003904597366570309,0.001209261003503416,0.02938441754521932,0.5471006793559957,0.25779944225928236
2001,15,0.0020080010550694934,0.004821246503973878,0.06120095719998682,0.0027867276369452154,0.011781168302319987,0.06738503703907597,0.0016140044343139343,0.0007632892337682862,0.029548508033427408,0.5574886115705426,0.2606024489905764
2008,10,0.0014029657631174858,0.0032234805036686054,0.061434233828681524,0.006001046076984298,0.008478686139239976,0.07784834377289974,0.002794049729792785,0.0002926109532978463,0.02605309738971701,0.558629806172631,0.2538416796699698
2009,10,0.0017961675917878297,0.006945610469362795,0.06035618306880577,0.0054822767512118864,0.008751431101546811,0.08599285985649546,0.0039706922642147,0.0009570514628586253,0.029989193619004692,0.5601300067668427,0.2356285270478688
2010,10,0.003279933454009435,0.006042920612663819,0.049769072001964614,0.005617550727698274,0.006413903580761863,0.0777889978395281,0.004675780335579323,0.0006104627028680588,0.02654215409110063,0.5586700726101327,0.2605891520436933
2011,10,0.0013241053568375009,0.004993524247590172,0.05322197573279537,0.002205408684543814,0.01100019153229627,0.0862108887974447,0.0017960953457613954,0.0004405975755085944,0.030576696276688603,0.5269081559278195,0.28132236052271414
2000,15,0.0018950798336534438,0.005159747848024259,0.06489401044128044,0.0024523636155691962,0.01218683464895461,0.05375980719540782,0.0015385900277817399,0.000718543479078855,0.030512683990593804,0.5814112445725583,0.24547109434709746
2007,14,0.0018641801260474908,0.0034299168720752964,0.052820183547837865,0.0022981776910202187,0.007960232526327488,0.07788748591236709,0.0032300827377232198,0.0007442766341937647,0.03008319076276176,0.578936165967459,0.2407461072221867
2000,11,0.0023100958703252557,0.005498278422553784,0.05249774958165562,0.004188927781508733,0.012857191947342427,0.05047964455897207,0.0014098132109991424,0.0010805328198624847,0.0388989217357859,0.5884182129235812,0.2423606311474134
2001,11,0.0014598400455545044,0.003691931152234299,0.05288016086702732,0.0044141477705035865,0.008161758292735733,0.06099727582475131,0.0010611232491972923,0.00047718592812821565,0.03808483656355178,0.5690428754813142,0.25972886482500185
2002,11,0.0015094769646882412,0.004727918899108107,0.06386490103685034,0.003479915302980555,0.018239426170624642,0.04954576984225759,0.0013490220411361384,0.0005419658155888902,0.027397955696706135,0.5844813108259327,0.2448623374041266
2006,14,0.001905498485699581,0.003550519932344271,0.05087396457592156,0.003607058881065509,0.007751767358392558,0.07775106488844266,0.002657045553315013,0.0009782208782304048,0.03387661001850936,0.5590850457776034,0.25796320365047565
2003,11,0.0021208971044269775,0.004617191652560292,0.06422151866789065,0.002315553257797476,0.009435473561098731,0.05549415065038344,0.0015013452265702015,0.000823271381925867,0.030542843758366252,0.5758241437722077,0.25310361096677253
2004,11,0.002425926746270603,0.004672912003542004,0.062145770824528344,0.0036853735167980206,0.01013359759593585,0.06653616324666366,0.0022361463135536124,0.0007381629205568268,0.026748703152835836,0.5710580738813038,0.24961916979801152
2005,11,0.0023703979297762722,0.004106403599068522,0.06034243633593166,0.0032061551018303957,0.009780409182911544,0.06885329295131568,0.0029827061289229924,0.0008737637916682949,0.027071127157914657,0.5609081808256616,0.2595051269949984
2005,14,0.0021349977461311794,0.004386832170495544,0.05494828660835255,0.0022863321208024846,0.007170458680244464,0.08085483431247364,0.002628039955348936,0.00046286901625938157,0.036016362207846896,0.5520170758457789,0.25709391133626613
2006,11,0.0015757023236202352,0.00399372800595976,0.0685872874014102,0.0035655858479914297,0.009660552041502594,0.07177478931281532,0.0014768132016270866,0.00022415407342103906,0.03129542626146403,0.5557293164579479,0.2521166450722406
2007,11,0.0018932270590888056,0.005281408560440003,0.06892118146752875,0.0038840852422721756,0.007376903441687538,0.08360756663657189,0.0030659439653412147,0.0005886541134254385,0.029420978960594816,0.5435576962305549,0.2524023543224944
2008,11,0.0017460107377151664,0.004553571696297963,0.05285303002999875,0.0035815602533633435,0.010357011154911049,0.08275928567110241,0.0030656101780271575,0.001514941922535458,0.03119097360751595,0.5510983809839601,0.25727962376457275
2009,11,0.002988018863887612,0.007422114174472216,0.04865781783682184,0.004413623442805719,0.008038587425076585,0.07666041952828918,0.004229267880870601,0.0009276501253170344,0.02585449675781569,0.5564168363402733,0.2643911676243703
2010,11,0.0025524725194475007,0.006601346545400327,0.055386567389115696,0.004702535104281107,0.008175370611493381,0.0685557740543568,0.003132999845488219,0.001622413503463688,0.034201538715567796,0.5510501767977715,0.264018804913614
2004,14,0.0014949948164207285,0.004269076631513807,0.05627518631342614,0.0013928009614325811,0.009318830026787985,0.07262525923863422,0.0026405587664848702,0.000571214393714969,0.03052965328749857,0.5636712425545858,0.2572111830095004
2003,14,0.0018072546620017565,0.0044034196095299035,0.05867691283017077,0.0021077317305197327,0.009366863381998899,0.06931598487986626,0.002324027204477514,0.0008243723215034051,0.03194471443600447,0.5526896382922051,0.26653908065172227
2000,12,0.002928380476144724,0.004410994583446374,0.04900417377970944,0.002952224412259984,0.009961108859790388,0.05873987991775362,0.001983459181674855,0.0005922029311927565,0.038932726942138444,0.5656491141883567,0.2648457347275327
